City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
378,Alofi,NU,2021-04-09 20:42:30,-19.0595,-169.9187,78.8,78,34,6.91
379,Puerto Narino,CO,2021-04-09 20:42:31,-3.7703,-70.3831,84.2,79,75,2.3
380,Beloha,MG,2021-04-09 20:42:31,-25.1667,45.05,72.12,94,57,6.8
381,Penzance,GB,2021-04-09 20:42:31,50.1186,-5.5371,46.0,76,20,5.75
382,Esperance,AU,2021-04-09 20:42:31,-33.8667,121.9,59.0,67,90,5.75
383,Chakradharpur,IN,2021-04-09 20:42:31,22.7,85.6333,76.42,60,35,4.5
384,Nicoya,CR,2021-04-09 20:42:32,10.1483,-85.452,86.0,70,75,12.66
385,Playa Vicente,MX,2021-04-09 20:42:32,17.8333,-95.8167,110.5,13,0,8.25
386,Victoria,HK,2021-04-09 20:39:04,22.2855,114.1577,70.0,77,96,1.99
387,Pakenham,AU,2021-04-09 20:42:32,-38.0667,145.4833,55.0,79,97,4.0
388,Buchanan,LR,2021-04-09 20:39:59,5.8808,-10.0467,78.8,94,75,5.75
389,Kodinsk,RU,2021-04-09 20:42:32,58.6881,99.1844,19.24,95,100,3.13
390,Bay Roberts,CA,2021-04-09 20:42:33,47.5999,-53.2648,41.0,97,100,5.01
391,Lucea,JM,2021-04-09 20:42:33,18.451,-78.1736,82.99,74,20,19.57
392,Milkovo,RU,2021-04-09 20:42:33,54.7167,158.6167,22.62,77,100,11.9
393,Moerai,PF,2021-04-09 20:39:07,-22.4333,-151.3333,78.94,64,100,9.8
394,Cedar City,US,2021-04-09 20:42:33,37.6775,-113.0619,62.01,11,1,3.44
395,Valparaiso,CL,2021-04-09 20:42:07,-33.0393,-71.6273,68.0,52,0,16.11
396,Townsville,AU,2021-04-09 20:39:32,-19.25,146.8,71.6,100,35,5.44
397,Asilah,MA,2021-04-09 20:40:02,35.465,-6.0348,60.8,77,0,8.05
398,Rio Grande,BR,2021-04-09 20:42:34,-32.035,-52.0986,87.8,62,0,3.44
399,Ciudad Bolivar,VE,2021-04-09 20:42:34,8.1222,-63.5497,88.88,48,99,13.0
400,Bulancak,TR,2021-04-09 20:42:34,40.9372,38.2291,44.6,87,75,9.22
401,Bukama,CD,2021-04-09 20:42:34,-9.2,25.85,70.23,94,99,2.82
402,Businga,CD,2021-04-09 20:42:35,3.3333,20.8833,71.19,93,80,2.53
403,Abnub,EG,2021-04-09 20:42:35,27.2696,31.1511,68.0,34,0,10.36
404,Pitimbu,BR,2021-04-09 20:42:35,-7.4706,-34.8086,80.6,83,75,13.8
405,Sibay,RU,2021-04-09 20:42:35,52.7181,58.6658,33.66,99,100,1.83
406,Belmonte,BR,2021-04-09 20:42:36,-15.8631,-38.8828,82.4,69,40,14.97
407,Arlit,NE,2021-04-09 20:42:36,18.7369,7.3853,87.67,6,0,11.92
408,Severo-Kurilsk,RU,2021-04-09 20:38:44,50.6789,156.125,31.69,86,61,7.14
409,Vila Franca Do Campo,PT,2021-04-09 20:42:36,37.7167,-25.4333,59.0,82,20,5.75
410,Tshikapa,CD,2021-04-09 20:42:36,-6.4167,20.8,70.57,94,100,3.65
411,Siena,IT,2021-04-09 20:42:37,43.2167,11.4,39.0,71,61,4.0
412,Palmerston,AU,2021-04-09 20:42:37,-12.486,130.9833,80.6,89,0,4.61
413,Uchiza,PE,2021-04-09 20:42:37,-8.4592,-76.4633,83.03,72,100,0.96
414,Caxito,AO,2021-04-09 20:42:37,-8.5785,13.6643,77.0,88,75,5.75
415,Nizhniy Tsasuchey,RU,2021-04-09 20:42:38,50.5167,115.1333,33.78,52,25,16.17
416,Mogadishu,SO,2021-04-09 20:39:06,2.0371,45.3438,82.11,75,44,9.46
417,Kirakira,SB,2021-04-09 20:39:19,-10.4544,161.9205,80.76,82,100,10.47
418,Lander,US,2021-04-09 20:42:38,42.833,-108.7307,44.6,45,1,5.75
419,Jaciara,BR,2021-04-09 20:42:38,-15.9653,-54.9683,80.47,67,95,5.44
420,San Cristobal,VE,2021-04-09 20:42:38,7.7669,-72.225,82.4,65,40,10.36
421,Wellington,NZ,2021-04-09 20:41:04,-41.2866,174.7756,60.8,77,75,14.97
422,Portland,US,2021-04-09 20:40:49,45.5234,-122.6762,57.99,47,75,4.61
423,Isla Mujeres,MX,2021-04-09 20:42:39,21.2311,-86.731,84.2,70,75,12.66
424,Kyra,RU,2021-04-09 20:42:39,49.5776,111.9753,31.15,61,100,5.37
425,Clinton,US,2021-04-09 20:42:39,42.587,-82.9199,73.99,52,75,18.41
426,Raudeberg,NO,2021-04-09 20:40:44,61.9875,5.1352,36.0,90,100,26.22
427,Neiafu,TO,2021-04-09 20:42:39,-18.65,-173.9833,77.0,65,40,2.37
428,Uusikaupunki,FI,2021-04-09 20:42:40,60.8004,21.4084,37.4,87,90,12.66
429,Cody,US,2021-04-09 20:38:08,44.5263,-109.0565,53.01,23,1,9.22
430,Port Blair,IN,2021-04-09 20:42:40,11.6667,92.75,80.87,74,39,1.52
431,Buluang,PH,2021-04-09 20:42:40,13.3068,123.3425,73.45,90,85,4.12
432,Gat,IL,2021-04-09 20:39:05,31.61,34.7642,61.0,100,98,15.93
433,Yangambi,CD,2021-04-09 20:42:40,0.8102,24.4336,70.47,84,60,2.26
434,Hurghada,EG,2021-04-09 20:42:41,27.2574,33.8129,75.2,22,0,16.11
435,Itarema,BR,2021-04-09 20:38:38,-2.9248,-39.9167,80.85,77,85,14.43
436,Tuy Hoa,VN,2021-04-09 20:42:41,13.0833,109.3,74.16,90,49,3.76
437,Jamay,MX,2021-04-09 20:42:41,20.3,-102.7167,89.6,8,1,13.8
438,Morondava,MG,2021-04-09 20:42:41,-20.2833,44.2833,74.86,82,83,6.2
439,Murdochville,CA,2021-04-09 20:42:42,48.9583,-65.5006,42.8,81,100,9.22
440,Acopiara,BR,2021-04-09 20:42:42,-6.0953,-39.4525,76.15,68,100,3.51
441,Xudat,AZ,2021-04-09 20:42:42,41.631,48.681,52.21,83,96,5.59
442,Luza,RU,2021-04-09 20:42:42,60.6308,47.2512,29.62,93,23,5.77
443,Rumonge,BI,2021-04-09 20:42:43,-3.9736,29.4386,70.84,85,100,5.28
444,Ugoofaaru,MV,2021-04-09 20:42:43,5.6667,73.0,82.31,74,0,5.37
445,San Jose De Guanipa,VE,2021-04-09 20:42:43,8.8872,-64.1651,91.36,36,97,7.83
446,Skjervoy,NO,2021-04-09 20:42:43,70.0311,20.9714,27.88,61,50,8.41
447,Zaozerne,UA,2021-04-09 20:42:44,45.1582,33.2787,42.01,57,20,15.01
448,Bandarbeyla,SO,2021-04-09 20:39:55,9.4942,50.8122,77.54,65,0,6.06
449,Nantucket,US,2021-04-09 20:42:44,41.2835,-70.0995,51.8,71,1,9.22
450,Gangakher,IN,2021-04-09 20:42:44,18.95,76.75,88.93,31,85,6.64
451,Ipixuna,BR,2021-04-09 20:42:44,-1.7625,-48.8043,75.2,94,75,5.75
452,Waingapu,ID,2021-04-09 20:42:45,-9.6567,120.2641,76.77,77,6,4.03
453,Ust-Ishim,RU,2021-04-09 20:42:45,57.6935,71.1665,33.98,97,100,4.09
454,Ambon,ID,2021-04-09 20:42:45,-3.6954,128.1814,78.8,94,40,17.27
455,Lata,PT,2021-04-09 20:42:45,40.1629,-8.3327,60.01,87,76,2.21
456,Moron,AR,2021-04-09 20:42:46,-34.6534,-58.6198,73.0,94,90,3.44
457,Talnakh,RU,2021-04-09 20:42:46,69.4865,88.3972,20.61,92,100,9.04
458,Ribeira Grande,PT,2021-04-09 20:42:46,38.5167,-28.7,60.8,88,20,13.8
459,Griffith,US,2021-04-09 20:42:46,41.5284,-87.4237,64.99,59,90,14.97
460,Gornyak,RU,2021-04-09 20:42:46,50.9942,81.4661,29.55,87,6,9.64
461,Phalaborwa,ZA,2021-04-09 20:42:47,-23.943,31.1411,71.6,68,0,3.44
462,Creel,MX,2021-04-09 20:42:47,27.75,-107.6333,72.46,9,0,19.15
463,Pierre,US,2021-04-09 20:42:47,44.3683,-100.351,57.0,43,90,26.46
464,Udachnyy,RU,2021-04-09 20:40:46,66.4167,112.4,-16.96,100,96,9.33
465,Bani,DO,2021-04-09 20:39:09,18.2833,-70.3333,84.2,70,40,6.91
466,Khilok,RU,2021-04-09 20:42:48,51.3674,110.4676,27.39,91,22,6.91
467,Husavik,IS,2021-04-09 20:39:30,66.0449,-17.3389,26.6,59,0,5.75
468,Kamenka,RU,2021-04-09 20:42:48,51.3223,42.7678,41.0,70,97,10.83
469,Unjha,IN,2021-04-09 20:42:48,23.8,72.4,78.37,10,0,8.08
470,Touros,BR,2021-04-09 20:42:48,-5.1989,-35.4608,82.4,74,0,11.5
471,Aguilas,ES,2021-04-09 20:42:49,37.4063,-1.5829,57.99,84,100,1.01
472,Fallon,US,2021-04-09 20:42:49,39.4735,-118.7774,64.4,11,20,2.13
473,Broome,US,2021-04-09 20:42:49,42.2506,-75.833,62.01,58,90,9.22
474,Port Lincoln,AU,2021-04-09 20:42:49,-34.7333,135.8667,61.95,65,100,17.36
475,Abu Zabad,SD,2021-04-09 20:42:49,12.35,29.25,80.56,6,2,11.23
476,Baghdad,IQ,2021-04-09 20:39:39,33.3406,44.4009,78.8,27,0,12.66
477,Mitchell,US,2021-04-09 20:42:50,43.7094,-98.0298,57.2,51,90,20.71
478,Ushtobe,KZ,2021-04-09 20:41:20,45.2514,77.9838,52.21,48,9,6.06
479,Kijang,KR,2021-04-09 20:42:50,35.2442,129.2139,44.6,70,20,9.22
480,Tura,IN,2021-04-09 20:42:50,25.5198,90.2201,68.07,66,0,3.56
481,Lodwar,KE,2021-04-09 20:42:51,3.1191,35.5973,88.48,39,29,12.93
482,Menongue,AO,2021-04-09 20:42:51,-14.6585,17.691,62.98,67,23,4.52
483,Havre,FR,2021-04-09 20:42:51,49.5833,0.3333,46.99,81,90,5.75
484,Changde,CN,2021-04-09 20:42:51,29.0464,111.6783,57.22,84,99,3.4
485,Zhongxing,CN,2021-04-09 20:42:51,33.7039,118.6792,45.25,53,100,7.7
486,Deputatskiy,RU,2021-04-09 20:42:52,69.3,139.9,-13.74,98,98,1.36
487,Aldine,US,2021-04-09 20:42:52,29.9324,-95.3802,82.99,61,90,14.97
488,Galle,LK,2021-04-09 20:42:52,6.0367,80.217,78.78,78,22,0.56
489,Saint-Paul,RE,2021-04-09 20:42:52,-21.0096,55.2707,77.0,78,20,5.75
490,Shimoda,JP,2021-04-09 20:42:53,34.6667,138.95,46.99,85,99,1.99
491,Sistranda,NO,2021-04-09 20:42:53,63.7256,8.834,33.8,86,75,10.36
492,Verkhnevilyuysk,RU,2021-04-09 20:42:53,63.4453,120.3167,7.21,94,99,6.49
493,Barabai,ID,2021-04-09 20:42:53,-2.5833,115.3833,73.45,96,97,1.72
494,Jining,CN,2021-04-09 20:42:54,35.405,116.5814,51.17,58,92,5.93
495,Lakatoro,VU,2021-04-09 20:42:54,-16.0999,167.4164,82.36,76,98,9.37
496,Huarmey,PE,2021-04-09 20:37:57,-10.0681,-78.1522,73.89,77,61,9.89
497,Port Macquarie,AU,2021-04-09 20:42:54,-31.4333,152.9167,61.0,99,77,1.99
498,Yarmouth,US,2021-04-09 20:42:54,41.7057,-70.2286,55.99,67,1,8.05
499,Jimma,ET,2021-04-09 20:42:55,7.6667,36.8333,65.3,63,68,1.28
500,Rawson,AR,2021-04-09 20:40:49,-43.3002,-65.1023,57.33,64,73,8.57
501,Axim,GH,2021-04-09 20:42:55,4.8699,-2.2405,81.14,83,99,4.21
502,Maceio,BR,2021-04-09 20:42:55,-9.6658,-35.7353,82.4,69,40,12.66
503,Anadyr,RU,2021-04-09 20:40:12,64.75,177.4833,3.2,78,100,20.13
504,Sinjar,IQ,2021-04-09 20:42:55,36.3209,41.8754,62.17,43,75,11.5
505,Kindu,CD,2021-04-09 20:42:56,-2.95,25.95,71.13,94,100,2.98
506,Aginskoye,RU,2021-04-09 20:42:56,51.1,114.53,31.35,60,56,19.15
507,Song Phi Nong,TH,2021-04-09 20:42:56,14.2241,100.0209,87.01,91,83,5.14
508,Robertsonpet,IN,2021-04-09 20:42:56,12.9667,78.2833,71.6,53,20,5.75
509,Luanda,AO,2021-04-09 20:38:15,-8.8368,13.2343,77.0,88,75,5.75
510,Tigil,RU,2021-04-09 20:42:57,57.8,158.6667,17.83,88,100,8.88
511,Price,US,2021-04-09 20:42:57,39.5994,-110.8107,59.0,8,1,11.5
512,Maple Creek,CA,2021-04-09 20:42:57,49.9168,-109.4848,53.6,26,12,17.27
513,Kaeo,NZ,2021-04-09 20:42:57,-35.1,173.7833,66.99,95,100,17.0
514,Madisonville,US,2021-04-09 20:42:58,37.3281,-87.4989,84.2,24,40,12.66
515,Itainopolis,BR,2021-04-09 20:42:58,-7.4469,-41.4783,86.74,33,94,4.81
516,Chuzhou,CN,2021-04-09 20:38:17,32.3219,118.2978,48.99,54,100,6.26
517,Horsham,GB,2021-04-09 20:42:58,51.064,-0.3272,48.0,87,20,2.3
518,Kumluca,TR,2021-04-09 20:42:58,36.3703,30.2869,49.8,64,93,13.96
519,Ust-Tsilma,RU,2021-04-09 20:42:58,65.441,52.1498,33.4,82,94,9.24
520,Roma,US,2021-04-09 20:40:56,43.2128,-75.4557,69.8,37,90,11.5
521,Punta Cardon,VE,2021-04-09 20:42:59,11.6581,-70.215,80.73,71,100,24.58
522,Staraya Poltavka,RU,2021-04-09 20:42:59,50.4772,46.4814,39.47,90,100,18.25
523,Salaga,GH,2021-04-09 20:42:59,8.5508,-0.5188,82.56,57,71,11.39
524,Channel-Port Aux Basques,CA,2021-04-09 20:41:01,47.5702,-59.1367,41.25,81,1,15.55
525,Gizo,SB,2021-04-09 20:42:59,-8.103,156.8419,81.34,79,100,13.15
526,Kungurtug,RU,2021-04-09 20:43:00,50.5994,97.5228,27.37,90,100,1.59
527,Mombasa,KE,2021-04-09 20:43:00,-4.0547,39.6636,82.4,83,20,5.75
528,Voyvozh,RU,2021-04-09 20:43:00,62.892,54.9635,30.02,92,10,6.64
529,Fort-Shevchenko,KZ,2021-04-09 20:43:00,44.5086,50.263,54.75,62,52,5.23
530,Avera,US,2021-04-09 20:43:01,33.194,-82.5271,73.4,83,1,5.75
531,Geraldton,AU,2021-04-09 20:43:01,-28.7667,114.6,78.8,47,100,19.57
532,Kholodnyy,RU,2021-04-09 20:43:01,62.7167,147.95,7.03,93,100,3.67
533,Manicore,BR,2021-04-09 20:43:01,-5.8092,-61.3003,82.36,71,100,2.35
534,Huaiyuan,CN,2021-04-09 20:43:02,32.973,117.1995,47.82,67,99,7.05
535,Sisimiut,GL,2021-04-09 20:38:17,66.9395,-53.6735,30.74,97,100,8.08
536,Maumere,ID,2021-04-09 20:43:02,-8.6199,122.2111,79.0,78,5,5.88
537,Saint-Augustin,CA,2021-04-09 20:43:02,51.226,-58.6502,38.14,73,67,13.0
538,Darhan,MN,2021-04-09 20:43:02,49.4867,105.9228,34.48,68,100,6.78
539,Rodekro,DK,2021-04-09 20:43:03,55.0702,9.3164,37.0,86,20,5.75
540,Ashland,US,2021-04-09 20:39:52,40.8167,-82.2665,73.4,31,40,17.27
541,Teguise,ES,2021-04-09 20:43:03,29.0605,-13.564,69.8,68,40,5.75
542,Leticia,CO,2021-04-09 20:43:03,-4.2153,-69.9406,84.2,79,75,2.3
543,Rohnert Park,US,2021-04-09 20:43:03,38.3396,-122.7011,70.0,48,1,5.75
544,Grottaglie,IT,2021-04-09 20:43:04,40.5392,17.4337,51.01,49,39,1.99
545,Hengyang,CN,2021-04-09 20:43:04,26.8881,112.615,59.7,88,100,2.93
546,Perkata,HU,2021-04-09 20:43:04,47.047,18.7873,48.99,52,0,8.05
547,Boueni,YT,2021-04-09 20:43:04,-12.9025,45.0761,80.6,83,93,4.61
548,Codrington,AU,2021-04-09 20:43:05,-38.2667,141.9667,55.74,80,48,18.32
549,Nagpur,IN,2021-04-09 20:43:05,21.15,79.1,78.8,47,20,2.3
550,Suez,EG,2021-04-09 20:43:05,29.9737,32.5263,55.99,62,0,14.45
551,Marzuq,YE,2021-04-09 20:43:05,14.4,46.4667,67.26,23,0,5.7
552,Deniliquin,AU,2021-04-09 20:43:06,-35.5333,144.9667,50.0,82,31,5.88
553,Porto Walter,BR,2021-04-09 20:43:06,-8.2686,-72.7439,79.92,92,100,0.92
554,Pushkinskiye Gory,RU,2021-04-09 20:43:06,57.0209,28.9103,40.87,62,100,13.29
555,Mackay,AU,2021-04-09 20:43:06,-21.15,149.2,71.6,94,75,1.14
556,Humaita,BR,2021-04-09 20:43:07,-7.5061,-63.0208,81.97,78,100,4.43
557,Luganville,VU,2021-04-09 20:43:07,-15.5333,167.1667,80.76,81,99,7.63
558,Paracuru,BR,2021-04-09 20:43:07,-3.41,-39.0306,82.99,71,76,15.01
559,Cabanas,CU,2021-04-09 20:43:07,22.9758,-82.9219,89.6,45,40,10.36
560,Birin,NP,2021-04-09 20:43:08,26.8865,88.0718,57.38,60,0,5.57
561,Bitlis,TR,2021-04-09 20:43:08,38.5,42.25,45.57,77,71,4.9
562,Kasempa,ZM,2021-04-09 20:43:08,-13.4584,25.8338,64.44,67,100,3.65
563,Sola,VU,2021-04-09 20:43:08,-13.8833,167.55,82.6,69,95,7.14
564,Pital,CO,2021-04-09 20:43:09,2.2665,-75.8044,70.97,86,100,1.36
565,Smithers,CA,2021-04-09 20:43:09,54.7804,-127.1743,35.6,75,75,8.05
566,Normandin,CA,2021-04-09 20:43:06,48.8333,-72.5321,62.6,51,77,8.05
567,Karratha,AU,2021-04-09 20:43:09,-20.7377,116.8463,82.44,78,22,14.12
568,Denpasar,ID,2021-04-09 20:41:46,-8.65,115.2167,80.6,89,20,4.61
